,roll,pitch,yaw,vX,vY,vZ,roll moment,pitch moment,yaw moment,con ailrn,con elev,con ruddr,lat,lon,alt,mag_comp,craft airspeed,con throttle
544,-2.177,-15.945,350.995,-3.746,-0.269,-10.697,-0.541,-2.071,-0.271,0.003,-0.000,0.500,28.630,-81.803,-0.012,340.588,22.038,0.998
545,-3.439,-17.837,350.727,-3.487,-0.308,-10.715,-1.677,-1.721,-0.291,0.003,-0.000,0.500,28.630,-81.803,-0.028,340.647,21.912,0.998
546,-5.227,-19.160,350.529,-3.299,-0.312,-10.788,-1.891,-1.209,-0.288,0.003,-0.000,0.500,28.630,-81.803,-0.045,340.499,21.937,0.998
547,-6.842,-20.010,350.283,-3.180,-0.298,-10.846,-1.664,-0.720,-0.330,0.003,-0.000,0.500,28.630,-81.803,-0.061,340.566,21.978,0.998
548,-8.137,-20.416,349.951,-3.095,-0.267,-10.898,-1.303,-0.245,-0.364,0.003,-0.000,0.500,28.630,-81.803,-0.075,340.731,22.029,0.998
549,-8.930,-20.407,349.564,-3.037,-0.217,-10.945,-0.858,0.163,-0.376,0.003,-0.000,0.500,28.630,-81.803,-0.086,340.939,22.084,0.998
550,-9.224,-19.982,349.075,-2.981,-0.137,-11.000,-0.295,0.555,-0.356,0.003,-0.000,0.500,28.630,-81.803,-0.094,341.196,22.156,0.998
551,-8.923,-19.229,348.594,-2.926,-0.053,-11.060,0.274,0.859,-0.300,0.003,-0.000,0.500,28.630,-81.803,-0.096,341.437,22.239,0.998
552,-8.095,-18.210,348.176,-2.860,0.020,-11.127,0.793,1.082,-0.201,0.003,-0.000,0.500,28.630,-81.803,-0.093,341.640,22.332,0.998
553,-6.969,-17.033,347.909,-2.787,0.072,-11.198,1.093,1.223,-0.051,0.003,-0.000,0.500,28.630,-81.803,-0.087,341.787,22.431,0.998
554,-5.813,-15.704,347.853,-2.717,0.106,-11.276,1.076,1.296,0.150,0.003,-0.000,0.500,28.630,-81.803,-0.079,341.909,22.546,0.998
555,-4.940,-14.286,348.044,-2.664,0.109,-11.354,0.819,1.358,0.364,0.003,0.054,0.500,28.630,-81.803,-0.070,342.047,22.670,0.998
556,-4.469,-12.726,348.478,-2.629,0.090,-11.433,0.447,1.451,0.568,0.003,0.129,0.500,28.630,-81.803,-0.061,342.230,22.805,0.998
557,-4.349,-11.093,349.080,-2.606,0.078,-11.512,0.189,1.554,0.727,0.003,0.169,0.500,28.630,-81.803,-0.054,342.449,22.945,0.998
558,-4.372,-9.348,349.812,-2.579,0.089,-11.597,0.089,1.651,0.853,0.003,0.180,0.500,28.630,-81.803,-0.047,342.686,23.095,0.998
559,-4.449,-7.552,350.628,-2.541,0.117,-11.687,0.038,1.736,0.965,0.003,0.191,0.500,28.630,-81.803,-0.038,342.912,23.250,0.998
560,-4.537,-5.625,351.568,-2.492,0.148,-11.787,0.036,1.799,1.070,0.003,0.191,0.500,28.630,-81.803,-0.028,343.140,23.420,0.998
561,-4.584,-3.651,352.604,-2.432,0.177,-11.891,0.047,1.825,1.172,0.003,0.199,0.500,28.630,-81.803,-0.016,343.374,23.596,0.998
562,-4.579,-1.514,353.837,-2.362,0.206,-12.007,0.073,1.805,1.276,0.003,0.212,0.500,28.630,-81.803,-0.000,343.645,23.791,0.998
563,-4.486,0.461,355.108,-2.294,0.228,-12.117,0.122,1.737,1.360,0.003,0.220,0.500,28.630,-81.803,0.017,343.931,23.976,0.998
564,-4.309,2.273,356.428,-2.236,0.231,-12.222,0.166,1.611,1.419,0.003,0.220,0.500,28.630,-81.803,0.035,344.246,24.156,0.998
565,-4.025,3.917,357.807,-2.187,0.232,-12.323,0.220,1.441,1.450,0.003,0.220,0.500,28.630,-81.803,0.052,344.599,24.332,0.998
566,-3.720,5.147,359.175,-2.142,0.269,-12.402,0.184,0.903,1.414,0.003,0.220,0.500,28.630,-81.803,0.070,344.975,24.471,0.998
567,-3.424,5.790,0.557,-2.100,0.291,-12.480,0.157,0.446,1.351,0.003,0.220,0.500,28.630,-81.803,0.090,345.387,24.606,0.998
568,-3.090,6.170,1.958,-2.073,0.276,-12.565,0.193,0.226,1.271,0.003,0.220,0.500,28.630,-81.803,0.111,345.833,24.760,0.998
569,-2.715,6.398,3.167,-2.053,0.254,-12.643,0.250,0.153,1.182,0.003,0.220,0.500,28.630,-81.803,0.126,346.255,24.903,0.998
570,-2.324,6.597,4.322,-2.028,0.225,-12.732,0.252,0.138,1.094,0.003,0.220,0.500,28.630,-81.803,0.137,346.691,25.064,0.998
571,-1.890,6.779,5.486,-1.995,0.205,-12.829,0.265,0.114,0.985,0.003,0.220,0.500,28.630,-81.803,0.148,347.173,25.240,0.998
572,-1.469,6.912,6.472,-1.958,0.197,-12.920,0.284,0.088,0.872,0.003,0.220,0.500,28.630,-81.803,0.159,347.626,25.404,0.998
573,-1.085,6.999,7.252,-1.921,0.198,-13.000,0.299,0.065,0.765,0.003,0.220,0.500,28.630,-81.803,0.168,348.026,25.546,0.998
574,-0.646,7.062,8.008,-1.875,0.205,-13.089,0.313,0.039,0.639,0.003,0.220,0.500,28.630,-81.803,0.180,348.472,25.706,0.998
575,-0.256,7.090,8.569,-1.831,0.216,-13.168,0.320,0.017,0.524,0.003,0.220,0.500,28.630,-81.803,0.191,348.863,25.846,0.998
576,0.113,7.094,9.004,-1.785,0.230,-13.243,0.323,-0.002,0.413,0.003,0.220,0.500,28.630,-81.803,0.204,349.233,25.979,0.998
577,0.469,7.079,9.331,-1.738,0.247,-13.318,0.321,-0.018,0.304,0.003,0.220,0.500,28.630,-81.803,0.217,349.593,26.112,0.998
578,0.807,7.048,9.553,-1.690,0.265,-13.392,0.316,-0.032,0.200,0.003,0.220,0.500,28.630,-81.803,0.232,349.944,26.244,0.998
579,1.125,7.006,9.676,-1.641,0.284,-13.466,0.308,-0.044,0.101,0.003,0.220,0.500,28.630,-81.803,0.248,350.285,26.376,0.998
580,1.454,6.949,9.701,-1.587,0.306,-13.548,0.295,-0.054,-0.001,0.003,0.220,0.500,28.630,-81.803,0.268,350.655,26.522,0.998
581,1.726,6.894,9.637,-1.539,0.326,-13.621,0.282,-0.060,-0.084,0.003,0.220,0.500,28.630,-81.803,0.287,350.978,26.654,0.998
582,1.969,6.838,9.503,-1.493,0.346,-13.692,0.269,-0.064,-0.155,0.003,0.220,0.500,28.630,-81.803,0.307,351.286,26.781,0.998
583,2.196,6.782,9.300,-1.447,0.366,-13.764,0.253,-0.065,-0.220,0.003,0.220,0.500,28.630,-81.803,0.328,351.595,26.912,0.998
584,2.403,6.729,9.040,-1.403,0.386,-13.836,0.238,-0.064,-0.274,0.003,0.220,0.500,28.630,-81.803,0.350,351.899,27.043,0.998
585,2.588,6.681,8.734,-1.361,0.405,-13.907,0.222,-0.061,-0.319,0.003,0.220,0.500,28.630,-81.803,0.374,352.195,27.174,0.998
586,2.758,6.638,8.380,-1.319,0.424,-13.981,0.205,-0.057,-0.354,0.003,0.220,0.500,28.630,-81.803,0.398,352.494,27.310,0.998
587,2.909,6.603,8.000,-1.279,0.443,-14.055,0.189,-0.051,-0.379,0.003,0.220,0.500,28.630,-81.803,0.424,352.786,27.447,0.998
588,3.042,6.577,7.602,-1.242,0.461,-14.128,0.174,-0.044,-0.393,0.003,0.220,0.500,28.630,-81.803,0.450,353.072,27.584,0.998
589,3.157,6.561,7.210,-1.208,0.479,-14.200,0.160,-0.036,-0.397,0.003,0.220,0.500,28.630,-81.803,0.476,353.343,27.718,0.998
590,3.264,6.552,6.800,-1.175,0.497,-14.276,0.146,-0.028,-0.390,0.003,0.220,0.500,28.630,-81.803,0.505,353.622,27.860,0.998
591,3.356,6.552,6.426,-1.146,0.515,-14.347,0.134,-0.019,-0.373,0.003,0.220,0.500,28.630,-81.803,0.532,353.880,27.995,0.998
592,3.442,6.560,6.067,-1.118,0.533,-14.420,0.124,-0.011,-0.347,0.003,0.220,0.500,28.630,-81.803,0.561,354.139,28.134,0.998
593,3.523,6.575,5.743,-1.092,0.551,-14.493,0.115,-0.002,-0.311,0.003,0.220,0.500,28.630,-81.803,0.591,354.390,28.272,0.998
594,3.599,6.596,5.468,-1.069,0.570,-14.563,0.109,0.006,-0.268,0.003,0.220,0.500,28.630,-81.803,0.621,354.628,28.406,0.949
595,3.679,6.622,5.235,-1.047,0.590,-14.633,0.105,0.014,-0.218,0.003,0.220,0.500,28.630,-81.803,0.652,354.867,28.541,0.859
596,3.765,6.653,5.056,-1.026,0.610,-14.700,0.106,0.021,-0.165,0.003,0.220,0.500,28.630,-81.803,0.685,355.099,28.668,0.754
597,3.859,6.686,4.933,-1.005,0.631,-14.761,0.109,0.027,-0.110,0.003,0.220,0.500,28.630,-81.803,0.719,355.325,28.785,0.661
598,3.966,6.722,4.866,-0.984,0.652,-14.815,0.116,0.032,-0.055,0.003,0.220,0.500,28.630,-81.803,0.755,355.544,28.889,0.506
599,4.089,6.759,4.852,-0.963,0.673,-14.861,0.126,0.037,-0.003,0.003,0.220,0.500,28.630,-81.803,0.792,355.757,28.978,0.500
600,4.223,6.794,4.887,-0.941,0.694,-14.900,0.135,0.040,0.044,0.003,0.220,0.500,28.630,-81.803,0.830,355.959,29.052,0.502
601,4.380,6.819,4.971,-0.918,0.718,-14.935,0.144,0.027,0.090,0.003,0.204,0.500,28.630,-81.803,0.872,356.167,29.119,0.502
602,4.547,6.831,5.093,-0.894,0.739,-14.964,0.153,0.019,0.129,0.003,0.204,0.500,28.630,-81.803,0.914,356.365,29.175,0.502
603,4.725,6.835,5.250,-0.868,0.759,-14.990,0.161,0.015,0.162,0.003,0.204,0.500,28.630,-81.803,0.958,356.557,29.225,0.502
604,4.915,6.832,5.435,-0.841,0.778,-15.013,0.168,0.012,0.188,0.003,0.204,0.500,28.630,-81.803,1.004,356.744,29.268,0.502
605,5.113,6.821,5.642,-0.812,0.796,-15.033,0.174,0.005,0.208,0.003,0.195,0.500,28.630,-81.803,1.051,356.927,29.306,0.502
606,5.313,6.803,5.857,-0.782,0.812,-15.051,0.180,0.000,0.222,0.003,0.195,0.500,28.630,-81.803,1.097,357.100,29.339,0.502
607,5.520,6.780,6.082,-0.751,0.826,-15.067,0.185,-0.002,0.231,0.003,0.195,0.500,28.630,-81.803,1.145,357.268,29.368,0.502
608,5.737,6.747,6.317,-0.717,0.840,-15.082,0.189,-0.012,0.235,0.003,0.186,0.500,28.630,-81.803,1.194,357.437,29.395,0.502
609,5.957,6.707,6.554,-0.683,0.852,-15.095,0.192,-0.017,0.236,0.003,0.186,0.500,28.630,-81.803,1.244,357.602,29.419,0.502
610,6.187,6.656,6.793,-0.646,0.864,-15.108,0.195,-0.027,0.233,0.003,0.178,0.500,28.630,-81.803,1.296,357.766,29.441,0.502
611,6.411,6.599,7.020,-0.608,0.872,-15.119,0.197,-0.033,0.227,0.003,0.178,0.500,28.630,-81.803,1.347,357.922,29.462,0.502
612,6.630,6.541,7.234,-0.571,0.878,-15.129,0.199,-0.036,0.220,0.003,0.178,0.500,28.630,-81.803,1.396,358.069,29.480,0.502
613,6.849,6.481,7.438,-0.534,0.883,-15.139,0.200,-0.037,0.211,0.003,0.178,0.500,28.630,-81.803,1.446,358.212,29.496,0.502
614,7.067,6.422,7.633,-0.495,0.886,-15.148,0.201,-0.036,0.201,0.003,0.178,0.500,28.630,-81.803,1.495,358.351,29.512,0.502
615,7.284,6.364,7.817,-0.456,0.888,-15.157,0.201,-0.035,0.190,0.003,0.178,0.500,28.630,-81.803,1.543,358.486,29.527,0.502
616,7.536,6.300,8.017,-0.409,0.890,-15.167,0.200,-0.033,0.176,0.003,0.178,0.500,28.630,-81.803,1.600,358.639,29.544,0.502
617,7.755,6.246,8.181,-0.367,0.890,-15.176,0.200,-0.031,0.164,0.003,0.178,0.500,28.630,-81.803,1.649,358.769,29.558,0.502
618,7.978,6.194,8.337,-0.323,0.890,-15.184,0.199,-0.029,0.152,0.003,0.178,0.500,28.630,-81.803,1.700,358.899,29.572,0.502
619,8.198,6.146,8.481,-0.279,0.889,-15.192,0.197,-0.027,0.141,0.003,0.178,0.500,28.630,-81.803,1.750,359.024,29.586,0.502
620,8.409,6.101,8.611,-0.236,0.888,-15.199,0.195,-0.025,0.131,0.003,0.178,0.500,28.630,-81.803,1.799,359.141,29.599,0.502
621,8.606,6.061,8.726,-0.195,0.887,-15.206,0.194,-0.024,0.122,0.003,0.178,0.500,28.630,-81.803,1.845,359.249,29.612,0.502
622,8.812,6.021,8.839,-0.151,0.885,-15.214,0.192,-0.022,0.114,0.003,0.178,0.500,28.630,-81.803,1.895,359.359,29.625,0.502
623,9.008,5.984,8.942,-0.108,0.883,-15.221,0.189,-0.021,0.108,0.003,0.178,0.500,28.630,-81.803,1.943,359.462,29.637,0.502
624,9.202,5.949,9.040,-0.064,0.882,-15.227,0.187,-0.020,0.103,0.003,0.178,0.500,28.630,-81.803,1.991,359.562,29.650,0.502
625,9.399,5.914,9.137,-0.019,0.880,-15.234,0.185,-0.018,0.099,0.003,0.178,0.500,28.630,-81.803,2.041,359.661,29.663,0.502
626,9.593,5.880,9.232,0.026,0.878,-15.241,0.182,-0.017,0.097,0.003,0.178,0.500,28.630,-81.803,2.092,359.756,29.676,0.502
627,9.779,5.849,9.323,0.070,0.876,-15.248,0.180,-0.016,0.097,0.003,0.178,0.500,28.630,-81.803,2.141,359.846,29.688,0.502
628,9.974,5.816,9.420,0.116,0.873,-15.255,0.178,-0.015,0.097,0.003,0.178,0.500,28.630,-81.803,2.193,359.937,29.702,0.502
629,10.161,5.784,9.516,0.162,0.871,-15.261,0.175,-0.014,0.100,0.003,0.178,0.500,28.630,-81.803,2.244,0.023,29.715,0.502
630,10.351,5.752,9.618,0.209,0.869,-15.268,0.173,-0.013,0.103,0.003,0.178,0.500,28.630,-81.803,2.297,0.108,29.729,0.502
631,10.529,5.722,9.719,0.254,0.866,-15.274,0.171,-0.012,0.108,0.003,0.178,0.500,28.630,-81.803,2.346,0.184,29.743,0.502
632,10.706,5.691,9.825,0.300,0.864,-15.281,0.170,-0.011,0.113,0.003,0.178,0.500,28.630,-81.803,2.396,0.258,29.756,0.502
633,10.888,5.658,9.941,0.346,0.861,-15.287,0.168,-0.010,0.120,0.003,0.178,0.500,28.630,-81.803,2.446,0.332,29.770,0.502
634,11.053,5.626,10.061,0.392,0.859,-15.293,0.155,-0.009,0.128,-0.013,0.178,0.500,28.630,-81.803,2.494,0.400,29.784,0.502
635,11.213,5.593,10.189,0.438,0.856,-15.299,0.149,-0.008,0.136,-0.013,0.178,0.500,28.630,-81.803,2.542,0.466,29.797,0.502
636,11.370,5.559,10.325,0.485,0.853,-15.305,0.146,-0.007,0.145,-0.013,0.178,0.500,28.630,-81.803,2.589,0.529,29.811,0.502
637,11.526,5.524,10.470,0.532,0.850,-15.311,0.145,-0.006,0.154,-0.013,0.178,0.500,28.630,-81.803,2.636,0.589,29.825,0.502
638,11.690,5.486,10.633,0.582,0.847,-15.317,0.144,-0.004,0.163,-0.013,0.178,0.500,28.630,-81.803,2.684,0.650,29.840,0.502
639,11.847,5.449,10.795,0.630,0.844,-15.322,0.144,-0.003,0.171,-0.013,0.178,0.500,28.630,-81.803,2.729,0.706,29.854,0.502
640,12.012,5.408,10.974,0.681,0.840,-15.328,0.143,-0.002,0.179,-0.013,0.178,0.500,28.630,-81.803,2.776,0.761,29.869,0.502
641,12.169,5.369,11.152,0.730,0.837,-15.333,0.143,-0.001,0.186,-0.013,0.178,0.500,28.630,-81.803,2.820,0.811,29.884,0.502
642,12.327,5.329,11.335,0.779,0.833,-15.338,0.143,-0.001,0.193,-0.013,0.178,0.500,28.630,-81.803,2.864,0.859,29.898,0.502
643,12.485,5.287,11.524,0.830,0.830,-15.343,0.144,0.000,0.198,-0.013,0.178,0.500,28.630,-81.803,2.908,0.903,29.912,0.502
644,12.648,5.244,11.724,0.882,0.826,-15.348,0.144,0.001,0.203,-0.013,0.178,0.500,28.630,-81.803,2.952,0.947,29.927,0.502
645,12.807,5.201,11.922,0.933,0.822,-15.353,0.144,0.002,0.207,-0.013,0.178,0.500,28.630,-81.803,3.155,0.986,29.942,0.502
646,12.971,5.156,12.130,0.987,0.818,-15.358,0.144,0.002,0.211,-0.013,0.178,0.500,28.630,-81.803,3.150,1.025,29.956,0.502
647,13.113,5.113,12.329,1.038,0.814,-15.362,0.127,0.003,0.214,-0.036,0.178,0.500,28.630,-81.803,3.105,1.058,29.971,0.502
648,13.195,5.063,12.561,1.097,0.809,-15.366,0.041,0.005,0.218,-0.131,0.178,0.500,28.630,-81.803,3.101,1.094,29.987,0.502
649,13.197,5.019,12.775,1.151,0.804,-15.370,-0.031,0.006,0.223,-0.194,0.178,0.500,28.630,-81.803,3.188,1.125,30.001,0.502
650,13.194,4.976,12.995,1.205,0.798,-15.374,-0.021,0.008,0.230,-0.145,0.178,0.500,28.630,-81.803,3.317,1.156,30.016,0.502
651,13.180,4.932,13.220,1.259,0.792,-15.377,-0.037,0.010,0.235,-0.171,0.178,0.500,28.630,-81.803,3.403,1.188,30.031,0.502
652,13.153,4.889,13.457,1.314,0.785,-15.381,-0.050,0.012,0.239,-0.182,0.178,0.500,28.630,-81.803,3.407,1.221,30.046,0.502
653,13.109,4.848,13.692,1.369,0.778,-15.384,-0.069,0.014,0.243,-0.202,0.178,0.500,28.630,-81.803,3.377,1.254,30.061,0.502
654,13.049,4.809,13.931,1.423,0.771,-15.388,-0.085,0.016,0.246,-0.214,0.178,0.500,28.630,-81.803,3.395,1.288,30.076,0.502
655,12.827,4.774,14.166,1.476,0.763,-15.390,-0.293,0.020,0.249,-0.509,0.178,0.500,28.630,-81.803,3.490,1.323,30.089,0.502
656,12.474,4.751,14.417,1.530,0.753,-15.392,-0.403,0.038,0.258,-0.551,0.195,0.500,28.630,-81.803,3.619,1.363,30.103,0.502
657,12.059,4.746,14.683,1.584,0.742,-15.394,-0.457,0.058,0.268,-0.572,0.203,0.500,28.630,-81.803,3.698,1.409,30.117,0.502
658,11.607,4.765,14.971,1.639,0.731,-15.397,-0.475,0.084,0.277,-0.572,0.216,0.500,28.630,-81.803,3.688,1.464,30.131,0.502
659,11.150,4.810,15.273,1.693,0.721,-15.399,-0.480,0.110,0.285,-0.572,0.226,0.500,28.630,-81.803,3.639,1.527,30.146,0.502
660,10.706,4.874,15.575,1.746,0.715,-15.400,-0.479,0.127,0.291,-0.572,0.226,0.500,28.630,-81.803,3.638,1.595,30.160,0.502
661,10.266,4.953,15.884,1.798,0.710,-15.402,-0.476,0.139,0.294,-0.572,0.226,0.500,28.630,-81.803,3.712,1.669,30.173,0.502
662,9.829,5.041,16.194,1.851,0.709,-15.402,-0.472,0.146,0.295,-0.572,0.226,0.500,28.630,-81.803,3.810,1.749,30.186,0.502
663,9.404,5.136,16.504,1.903,0.710,-15.402,-0.460,0.149,0.294,-0.560,0.226,0.500,28.630,-81.803,3.852,1.836,30.199,0.502
664,8.980,5.237,16.818,1.956,0.714,-15.402,-0.447,0.150,0.289,-0.551,0.226,0.500,28.630,-81.803,3.807,1.932,30.211,0.502
665,8.589,5.347,17.118,2.007,0.719,-15.401,-0.422,0.160,0.283,-0.525,0.241,0.500,28.630,-81.803,3.734,2.032,30.223,0.502
666,8.367,5.400,17.401,2.058,0.734,-15.400,-0.214,0.076,0.273,-0.243,0.126,0.500,28.630,-81.803,3.718,2.135,30.236,0.502
667,8.246,5.392,17.664,2.110,0.745,-15.399,-0.129,0.017,0.253,-0.237,0.132,0.500,28.630,-81.803,3.787,2.246,30.248,0.502
668,8.166,5.347,17.887,2.158,0.751,-15.398,-0.101,-0.023,0.232,-0.237,0.132,0.500,28.630,-81.803,3.878,2.356,30.259,0.502
669,8.094,5.274,18.089,2.207,0.753,-15.397,-0.090,-0.051,0.208,-0.237,0.132,0.500,28.630,-81.803,3.917,2.472,30.271,0.502
670,8.024,5.185,18.266,2.255,0.750,-15.397,-0.088,-0.068,0.185,-0.237,0.132,0.500,28.630,-81.803,3.880,2.591,30.283,0.502
671,7.954,5.089,18.418,2.302,0.744,-15.396,-0.085,-0.078,0.162,-0.232,0.132,0.500,28.630,-81.803,3.826,2.714,30.295,0.502
672,7.885,4.989,18.549,2.348,0.733,-15.397,-0.082,-0.083,0.140,-0.227,0.132,0.500,28.630,-81.803,3.837,2.839,30.309,0.502
673,7.827,4.892,18.658,2.393,0.720,-15.398,-0.066,-0.083,0.119,-0.204,0.132,0.500,28.630,-81.803,3.933,2.966,30.322,0.502
674,7.775,4.799,18.749,2.438,0.704,-15.399,-0.059,-0.081,0.099,-0.200,0.132,0.500,28.630,-81.803,4.057,3.096,30.337,0.502
675,7.725,4.714,18.820,2.481,0.687,-15.401,-0.059,-0.078,0.082,-0.200,0.132,0.500,28.630,-81.803,4.125,3.224,30.352,0.502
676,7.670,4.628,18.881,2.526,0.667,-15.403,-0.058,-0.073,0.065,-0.194,0.132,0.500,28.630,-81.803,4.118,3.365,30.368,0.502
677,7.616,4.554,18.925,2.569,0.648,-15.405,-0.060,-0.068,0.052,-0.194,0.132,0.500,28.630,-81.803,4.096,3.500,30.385,0.502
678,7.551,4.478,18.962,2.615,0.625,-15.408,-0.063,-0.063,0.039,-0.194,0.132,0.500,28.630,-81.803,4.148,3.651,30.404,0.502
679,7.492,4.418,18.985,2.654,0.606,-15.411,-0.066,-0.060,0.031,-0.194,0.132,0.500,28.630,-81.803,4.267,3.781,30.421,0.502
680,7.426,4.360,19.004,2.695,0.586,-15.415,-0.070,-0.056,0.025,-0.194,0.132,0.500,28.630,-81.803,4.399,3.919,30.439,0.502
681,7.356,4.305,19.019,2.734,0.566,-15.418,-0.074,-0.053,0.022,-0.194,0.132,0.500,28.630,-81.803,4.463,4.058,30.458,0.502
682,7.278,4.250,19.033,2.776,0.545,-15.423,-0.077,-0.050,0.020,-0.194,0.132,0.500,28.630,-81.803,4.445,4.206,30.479,0.502
683,7.201,4.201,19.046,2.814,0.525,-15.427,-0.081,-0.048,0.020,-0.194,0.132,0.500,28.630,-81.803,4.417,4.347,30.499,0.502
684,7.121,4.153,19.062,2.853,0.506,-15.431,-0.084,-0.046,0.023,-0.194,0.132,0.500,28.630,-81.803,4.452,4.489,30.520,0.502
685,7.038,4.106,19.082,2.890,0.487,-15.436,-0.087,-0.044,0.027,-0.194,0.132,0.500,28.630,-81.803,4.553,4.632,30.542,0.502
686,6.956,4.062,19.107,2.926,0.469,-15.441,-0.089,-0.043,0.033,-0.194,0.132,0.500,28.630,-81.803,4.649,4.771,30.563,0.502
687,6.872,4.017,19.138,2.961,0.452,-15.446,-0.091,-0.042,0.040,-0.194,0.132,0.500,28.630,-81.803,4.671,4.910,30.585,0.502
688,6.784,3.972,19.179,2.998,0.434,-15.452,-0.093,-0.041,0.048,-0.194,0.132,0.500,28.630,-81.803,4.614,5.054,30.608,0.502
689,6.687,3.922,19.233,3.036,0.415,-15.458,-0.095,-0.040,0.058,-0.194,0.132,0.500,28.630,-81.803,4.541,5.212,30.633,0.502
690,6.600,3.877,19.290,3.071,0.398,-15.464,-0.096,-0.039,0.068,-0.194,0.132,0.500,28.630,-81.803,4.544,5.353,30.656,0.502
691,6.508,3.832,19.358,3.105,0.382,-15.470,-0.102,-0.039,0.078,-0.202,0.132,0.500,28.630,-81.803,4.611,5.494,30.680,0.502
692,6.403,3.782,19.446,3.143,0.364,-15.477,-0.105,-0.038,0.090,-0.202,0.132,0.500,28.630,-81.803,4.679,5.652,30.706,0.502
693,6.305,3.736,19.535,3.176,0.348,-15.483,-0.110,-0.037,0.101,-0.206,0.132,0.500,28.630,-81.803,4.665,5.794,30.730,0.502
694,6.203,3.688,19.637,3.211,0.332,-15.489,-0.111,-0.037,0.112,-0.206,0.132,0.500,28.630,-81.803,4.582,5.940,30.755,0.502
695,6.104,3.642,19.746,3.244,0.316,-15.495,-0.112,-0.036,0.121,-0.206,0.132,0.500,28.630,-81.803,4.510,6.082,30.779,0.502
696,6.005,3.596,19.864,3.277,0.301,-15.501,-0.111,-0.035,0.131,-0.206,0.132,0.500,28.630,-81.803,4.511,6.224,30.804,0.502
697,5.902,3.546,19.998,3.313,0.285,-15.508,-0.111,-0.035,0.139,-0.206,0.132,0.500,28.630,-81.803,4.587,6.375,30.830,0.502
698,5.805,3.500,20.132,3.346,0.270,-15.514,-0.110,-0.034,0.147,-0.206,0.132,0.500,28.630,-81.803,4.656,6.517,30.856,0.502
699,5.710,3.454,20.273,3.380,0.255,-15.521,-0.109,-0.033,0.153,-0.206,0.132,0.500,28.630,-81.803,4.657,6.659,30.881,0.502
700,5.611,3.405,20.428,3.415,0.240,-15.527,-0.107,-0.033,0.159,-0.206,0.132,0.500,28.630,-81.803,4.591,6.809,30.908,0.502
701,5.519,3.359,20.580,3.448,0.225,-15.534,-0.106,-0.032,0.164,-0.206,0.132,0.500,28.630,-81.803,4.540,6.951,30.933,0.502
702,5.425,3.312,20.739,3.483,0.210,-15.540,-0.105,-0.032,0.167,-0.206,0.132,0.500,28.630,-81.803,4.567,7.096,30.959,0.502
703,5.335,3.267,20.897,3.517,0.196,-15.546,-0.103,-0.031,0.170,-0.206,0.132,0.500,28.630,-81.803,4.662,7.238,30.985,0.502
704,5.245,3.222,21.061,3.551,0.182,-15.552,-0.102,-0.031,0.171,-0.206,0.132,0.500,28.630,-81.803,4.754,7.383,31.011,0.502
705,5.157,3.178,21.221,3.585,0.168,-15.558,-0.101,-0.030,0.171,-0.206,0.132,0.500,28.630,-81.803,4.771,7.524,31.037,0.502
706,5.069,3.134,21.385,3.620,0.154,-15.564,-0.099,-0.030,0.171,-0.206,0.132,0.500,28.630,-81.803,4.720,7.668,31.064,0.502
707,4.982,3.090,21.548,3.655,0.141,-15.570,-0.098,-0.030,0.169,-0.206,0.132,0.500,28.630,-81.803,4.679,7.813,31.091,0.502
708,4.893,3.046,21.713,3.691,0.127,-15.577,-0.097,-0.029,0.166,-0.206,0.132,0.500,28.630,-81.803,4.716,7.961,31.118,0.502
709,4.810,3.005,21.866,3.725,0.114,-15.582,-0.096,-0.029,0.163,-0.206,0.132,0.500,28.630,-81.803,4.812,8.101,31.144,0.502
710,4.727,2.966,22.016,3.760,0.101,-15.588,-0.095,-0.028,0.159,-0.206,0.132,0.500,28.630,-81.803,4.892,8.240,31.170,0.502
711,4.645,2.927,22.162,3.794,0.088,-15.594,-0.094,-0.028,0.155,-0.206,0.132,0.500,28.630,-81.803,4.892,8.380,31.197,0.502
712,4.561,2.891,22.307,3.829,0.075,-15.600,-0.093,-0.024,0.149,-0.206,0.137,0.500,28.630,-81.803,4.822,8.523,31.224,0.502
713,4.478,2.859,22.447,3.864,0.062,-15.605,-0.092,-0.021,0.144,-0.206,0.137,0.500,28.630,-81.803,4.761,8.667,31.251,0.502
714,4.397,2.830,22.578,3.898,0.051,-15.611,-0.092,-0.019,0.138,-0.206,0.137,0.500,28.630,-81.803,4.773,8.806,31.277,0.502
715,4.313,2.803,22.708,3.933,0.039,-15.617,-0.092,-0.017,0.132,-0.206,0.137,0.500,28.630,-81.803,4.846,8.950,31.304,0.502
716,4.230,2.778,22.831,3.968,0.028,-15.622,-0.092,-0.016,0.126,-0.206,0.137,0.500,28.630,-81.803,4.897,9.093,31.332,0.502
717,4.148,2.755,22.945,4.002,0.018,-15.628,-0.091,-0.015,0.120,-0.206,0.137,0.500,28.630,-81.803,4.866,9.232,31.358,0.502
718,4.047,2.728,23.079,4.044,0.005,-15.635,-0.092,-0.015,0.113,-0.206,0.137,0.500,28.630,-81.803,4.750,9.405,31.391,0.502
719,3.959,2.706,23.187,4.079,-0.004,-15.641,-0.092,-0.014,0.107,-0.206,0.137,0.500,28.630,-81.803,4.684,9.553,31.420,0.502
