,roll,pitch,yaw,vX,vY,vZ,roll moment,pitch moment,yaw moment,con ailrn,con elev,con ruddr,lat,lon,alt,mag_comp,craft airspeed,con throttle
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.630,-81.803,-0.000,1.181,0.000,0.000
1,-0.039,6.644,177.823,0.000,0.282,0.000,0.069,0.154,0.000,0.500,0.500,0.500,28.630,-81.803,0.043,356.705,0.548,0.500
2,0.065,6.917,177.823,0.000,0.197,0.000,0.055,0.150,0.000,0.500,0.500,0.500,28.630,-81.803,0.065,351.442,0.383,0.500
3,0.106,7.034,177.823,0.000,0.145,0.000,0.045,0.128,0.000,0.500,0.500,0.500,28.630,-81.803,0.073,348.922,0.283,0.500
4,0.148,7.158,177.823,0.000,0.077,0.000,0.031,0.092,0.000,0.500,0.500,0.500,28.630,-81.803,0.080,345.405,0.150,0.500
5,0.171,7.225,177.823,0.000,0.035,0.000,0.022,0.063,0.000,0.500,0.500,0.500,28.630,-81.803,0.082,342.743,0.069,0.500
6,0.186,7.267,177.824,0.000,0.005,0.000,0.014,0.041,0.000,0.500,0.500,0.500,28.630,-81.803,0.083,340.279,0.011,0.500
7,0.194,7.291,177.824,0.000,-0.016,0.000,0.008,0.022,0.000,0.500,0.500,0.500,28.630,-81.803,0.082,337.777,0.031,0.500
8,0.199,7.302,177.824,0.000,-0.029,0.000,0.004,0.009,0.000,0.500,0.500,0.500,28.630,-81.803,0.081,335.390,0.056,0.500
9,0.197,7.292,177.824,0.000,-0.037,0.000,-0.003,-0.008,0.000,0.500,0.500,0.500,28.630,-81.803,0.077,330.128,0.071,0.500
10,0.189,7.278,177.824,0.000,-0.027,0.000,-0.005,-0.010,0.000,0.500,0.500,0.500,28.630,-81.803,0.074,326.171,0.053,0.500
11,0.182,7.268,177.824,0.000,-0.019,0.000,-0.007,-0.009,0.000,0.500,0.500,0.500,28.630,-81.803,0.073,323.347,0.036,0.500
12,0.175,7.261,177.824,0.000,-0.012,0.000,-0.008,-0.007,0.000,0.500,0.500,0.500,28.630,-81.803,0.072,321.251,0.024,0.500
13,0.167,7.256,177.824,0.000,-0.007,0.000,-0.009,-0.006,0.000,0.500,0.500,0.500,28.630,-81.803,0.072,319.254,0.014,0.500
14,0.156,7.252,177.824,0.000,-0.002,0.000,-0.011,-0.004,0.000,0.500,0.500,0.500,28.630,-81.803,0.071,316.763,0.003,0.500
15,0.147,7.250,177.824,0.000,0.001,0.000,-0.011,-0.001,0.000,0.500,0.500,0.500,28.630,-81.803,0.071,314.831,0.002,0.500
16,0.136,7.250,177.824,0.000,0.003,0.000,-0.012,0.000,0.000,0.500,0.500,0.500,28.630,-81.803,0.072,312.800,0.006,0.500
17,0.125,7.250,177.824,0.000,0.004,0.000,-0.013,0.000,0.000,0.500,0.500,0.500,28.630,-81.803,0.072,310.739,0.009,0.500
18,0.112,7.251,177.824,0.000,0.005,0.000,-0.013,0.001,0.000,0.500,0.500,0.500,28.630,-81.803,0.072,308.589,0.009,0.500
19,0.098,7.253,177.824,0.000,0.004,0.000,-0.014,0.002,0.000,0.500,0.500,0.500,28.630,-81.803,0.072,306.294,0.008,0.500
20,0.086,7.255,177.824,0.000,0.004,0.000,-0.014,0.002,0.000,0.500,0.500,0.500,28.630,-81.803,0.073,304.514,0.007,0.500
21,0.074,7.257,177.824,0.000,0.003,0.000,-0.014,0.002,0.000,0.500,0.500,0.500,28.630,-81.803,0.073,302.644,0.006,0.500
22,0.062,7.258,177.824,0.000,0.002,0.000,-0.014,0.001,0.000,0.500,0.500,0.500,28.630,-81.803,0.073,300.860,0.004,0.500
23,0.050,7.253,177.834,0.009,0.002,0.056,-0.015,-0.011,0.016,0.500,0.500,0.500,28.630,-81.803,0.073,299.046,0.110,0.500
24,0.039,7.237,177.858,0.017,-0.000,0.106,-0.017,-0.021,0.032,0.500,0.500,0.500,28.630,-81.803,0.073,297.371,0.208,0.500
25,0.019,7.187,177.924,0.029,-0.005,0.183,-0.023,-0.044,0.054,0.500,0.500,0.500,28.630,-81.803,0.073,294.737,0.361,0.500
26,-0.022,7.055,178.064,0.045,-0.010,0.283,-0.034,-0.081,0.082,0.500,0.500,0.500,28.630,-81.803,0.071,291.210,0.558,0.500
27,-0.043,6.978,178.140,0.052,-0.011,0.324,-0.038,-0.095,0.093,0.500,0.500,0.500,28.630,-81.803,0.071,289.652,0.639,0.500
28,-0.071,6.877,178.238,0.059,-0.011,0.367,-0.042,-0.109,0.105,0.500,0.500,0.500,28.630,-81.803,0.070,287.914,0.724,0.500
29,-0.096,6.781,178.333,0.065,-0.011,0.402,-0.044,-0.117,0.115,0.500,0.500,0.500,28.630,-81.803,0.069,286.407,0.792,0.500
30,-0.123,6.675,178.441,0.071,-0.011,0.434,-0.046,-0.123,0.126,0.500,0.500,0.500,28.630,-81.803,0.068,284.873,0.855,0.500
31,-0.149,6.570,178.554,0.076,-0.010,0.463,-0.047,-0.125,0.136,0.500,0.500,0.500,28.630,-81.803,0.068,283.413,0.912,0.500
32,-0.173,6.476,178.662,0.080,-0.009,0.486,-0.048,-0.126,0.145,0.500,0.500,0.500,28.630,-81.803,0.067,282.119,0.958,0.500
33,-0.199,6.372,178.792,0.084,-0.008,0.511,-0.048,-0.123,0.156,0.500,0.500,0.500,28.630,-81.803,0.067,280.701,1.006,0.500
34,-0.219,6.297,178.939,0.089,-0.006,0.542,-0.044,-0.085,0.188,0.500,0.500,0.500,28.630,-81.803,0.066,279.353,1.068,0.500
35,-0.235,6.241,179.128,0.094,-0.003,0.575,-0.042,-0.060,0.227,0.500,0.500,0.500,28.630,-81.803,0.066,277.934,1.133,0.500
36,-0.245,6.209,179.326,0.099,0.000,0.609,-0.039,-0.031,0.256,0.500,0.500,0.500,28.630,-81.803,0.065,276.674,1.199,0.500
37,-0.251,6.208,179.582,0.105,0.004,0.654,-0.035,0.006,0.281,0.500,0.500,0.500,28.630,-81.803,0.065,275.214,1.287,0.500
38,-0.253,6.225,179.824,0.110,0.007,0.695,-0.035,0.023,0.303,0.500,0.500,0.500,28.630,-81.803,0.065,273.954,1.367,0.500
39,-0.253,6.250,180.084,0.115,0.010,0.735,-0.035,0.032,0.324,0.500,0.500,0.500,28.630,-81.803,0.065,272.716,1.447,0.500
40,-0.252,6.282,180.391,0.119,0.012,0.780,-0.036,0.035,0.346,0.500,0.500,0.500,28.630,-81.803,0.065,271.373,1.534,0.500
41,-0.249,6.314,180.718,0.124,0.013,0.825,-0.037,0.034,0.369,0.500,0.500,0.500,28.630,-81.803,0.066,270.056,1.622,0.500
42,-0.246,6.342,181.043,0.127,0.014,0.868,-0.040,0.031,0.390,0.500,0.500,0.500,28.630,-81.803,0.066,268.845,1.706,0.500
43,-0.243,6.366,181.350,0.131,0.014,0.906,-0.041,0.028,0.409,0.500,0.500,0.500,28.630,-81.803,0.066,267.774,1.780,0.500
44,-0.239,6.389,181.722,0.134,0.014,0.951,-0.043,0.025,0.431,0.500,0.500,0.500,28.630,-81.803,0.066,266.566,1.867,0.500
45,-0.235,6.409,182.086,0.136,0.013,0.994,-0.045,0.022,0.452,0.500,0.500,0.500,28.630,-81.803,0.066,265.458,1.950,0.500
46,-0.230,6.426,182.468,0.139,0.013,1.037,-0.048,0.019,0.472,0.500,0.500,0.500,28.630,-81.803,0.067,264.371,2.033,0.500
47,-0.225,6.443,182.923,0.141,0.012,1.085,-0.050,0.015,0.496,0.500,0.500,0.500,28.630,-81.803,0.067,263.159,2.126,0.500
48,-0.219,6.457,183.415,0.142,0.012,1.133,-0.053,0.013,0.520,0.500,0.500,0.500,28.630,-81.803,0.067,261.937,2.221,0.500
49,-0.213,6.470,183.945,0.143,0.011,1.183,-0.055,0.010,0.544,0.500,0.500,0.500,28.630,-81.803,0.067,260.710,2.316,0.500
50,-0.208,6.478,184.401,0.142,0.011,1.223,-0.057,0.008,0.564,0.500,0.500,0.500,28.630,-81.803,0.067,259.717,2.393,0.500
51,-0.194,6.494,185.529,0.141,0.012,1.312,-0.062,0.006,0.609,0.500,0.500,0.500,28.630,-81.803,0.067,257.488,2.565,0.500
52,-0.179,6.506,186.836,0.135,0.012,1.407,-0.068,0.004,0.657,0.500,0.500,0.500,28.630,-81.803,0.066,255.216,2.748,0.500
53,-0.173,6.510,187.403,0.132,0.013,1.447,-0.070,0.003,0.676,0.500,0.500,0.500,28.630,-81.803,0.066,254.317,2.824,0.500
54,-0.167,6.514,188.026,0.127,0.013,1.488,-0.073,0.002,0.696,0.500,0.500,0.500,28.630,-81.803,0.066,253.383,2.904,0.500
55,-0.161,6.518,188.667,0.122,0.014,1.530,-0.075,0.002,0.716,0.500,0.500,0.500,28.630,-81.803,0.066,252.474,2.984,0.500
56,-0.155,6.520,189.283,0.117,0.014,1.569,-0.077,0.002,0.734,0.500,0.500,0.500,28.630,-81.803,0.066,251.647,3.058,0.500
57,-0.149,6.523,189.936,0.110,0.015,1.608,-0.079,0.001,0.752,0.500,0.500,0.500,28.630,-81.803,0.066,250.816,3.133,0.500
58,-0.143,6.526,190.604,0.103,0.015,1.647,-0.081,0.001,0.770,0.500,0.500,0.500,28.630,-81.803,0.066,250.010,3.208,0.500
59,-0.137,6.528,191.310,0.095,0.016,1.688,-0.083,0.001,0.788,0.500,0.500,0.500,28.630,-81.803,0.066,249.204,3.286,0.500
60,-0.129,6.531,192.194,0.083,0.016,1.737,-0.086,0.001,0.810,0.500,0.500,0.500,28.630,-81.803,0.066,248.255,3.380,0.500
61,-0.122,6.533,193.053,0.072,0.017,1.783,-0.088,0.000,0.829,0.500,0.500,0.500,28.630,-81.803,0.066,247.393,3.468,0.500
62,-0.116,6.534,193.716,0.062,0.017,1.817,-0.089,0.000,0.844,0.500,0.500,0.500,28.630,-81.803,0.067,246.766,3.533,0.500
63,-0.109,6.535,194.438,0.051,0.017,1.852,-0.090,0.000,0.858,0.500,0.500,0.500,28.630,-81.803,0.067,246.117,3.602,0.500
64,-0.101,6.536,195.320,0.037,0.017,1.893,-0.092,-0.001,0.875,0.500,0.500,0.500,28.630,-81.803,0.066,245.368,3.681,0.500
65,-0.093,6.536,196.093,0.024,0.017,1.927,-0.093,-0.001,0.889,0.500,0.500,0.500,28.630,-81.803,0.067,244.751,3.747,0.500
66,-0.085,6.536,196.852,0.010,0.018,1.959,-0.094,-0.002,0.901,0.500,0.500,0.500,28.630,-81.803,0.067,244.178,3.809,0.500
67,-0.077,6.535,197.698,-0.005,0.018,1.993,-0.096,-0.002,0.914,0.500,0.500,0.500,28.630,-81.803,0.067,243.574,3.875,0.500
68,-0.070,6.533,198.425,-0.018,0.018,2.021,-0.097,-0.003,0.924,0.500,0.500,0.500,28.630,-81.803,0.067,243.085,3.930,0.500
69,-0.062,6.531,199.266,-0.035,0.018,2.054,-0.099,-0.003,0.936,0.500,0.500,0.500,28.630,-81.803,0.067,242.552,3.992,0.500
70,-0.056,6.529,200.090,-0.052,0.018,2.085,-0.102,-0.004,0.946,0.500,0.500,0.500,28.630,-81.803,0.067,242.062,4.054,0.500
71,-0.051,6.525,200.977,-0.071,0.018,2.119,-0.104,-0.004,0.957,0.500,0.500,0.500,28.630,-81.803,0.067,241.569,4.121,0.500
72,-0.046,6.522,201.791,-0.089,0.018,2.150,-0.105,-0.004,0.966,0.500,0.500,0.500,28.630,-81.803,0.067,241.147,4.182,0.500
73,-0.042,6.519,202.585,-0.107,0.018,2.179,-0.107,-0.005,0.975,0.500,0.500,0.500,28.630,-81.803,0.067,240.764,4.241,0.500
74,-0.039,6.515,203.358,-0.126,0.018,2.206,-0.108,-0.005,0.982,0.500,0.500,0.500,28.630,-81.803,0.067,240.415,4.295,0.500
75,-0.034,6.510,204.276,-0.147,0.018,2.236,-0.108,-0.006,0.990,0.500,0.500,0.500,28.630,-81.803,0.067,240.028,4.357,0.500
76,-0.030,6.505,205.116,-0.168,0.018,2.262,-0.108,-0.007,0.996,0.500,0.500,0.500,28.630,-81.803,0.067,239.700,4.409,0.500
77,-0.025,6.499,205.932,-0.187,0.018,2.285,-0.108,-0.007,1.001,0.500,0.500,0.500,28.630,-81.803,0.067,239.404,4.456,0.500
78,-0.019,6.491,206.894,-0.211,0.018,2.310,-0.109,-0.009,1.006,0.500,0.500,0.500,28.630,-81.803,0.067,239.081,4.509,0.500
79,-0.015,6.484,207.689,-0.231,0.017,2.331,-0.110,-0.009,1.010,0.500,0.500,0.500,28.630,-81.803,0.067,238.839,4.554,0.500
80,-0.011,6.469,209.261,-0.274,0.017,2.374,-0.113,-0.009,1.017,0.500,0.500,0.500,28.630,-81.803,0.068,238.418,4.645,0.500
81,-0.010,6.461,210.237,-0.301,0.017,2.399,-0.114,-0.009,1.020,0.500,0.500,0.500,28.630,-81.803,0.068,238.204,4.701,0.500
82,-0.009,6.453,211.099,-0.326,0.017,2.421,-0.115,-0.009,1.022,0.500,0.500,0.500,28.630,-81.803,0.068,238.042,4.749,0.500
83,-0.009,6.444,212.050,-0.354,0.016,2.445,-0.116,-0.010,1.024,0.500,0.500,0.500,28.630,-81.803,0.068,237.889,4.802,0.500
84,-0.008,6.435,212.944,-0.381,0.016,2.465,-0.116,-0.010,1.024,0.500,0.500,0.500,28.630,-81.803,0.068,237.770,4.850,0.500
85,-0.009,6.424,213.896,-0.410,0.016,2.486,-0.116,-0.011,1.025,0.500,0.500,0.500,28.630,-81.803,0.068,237.667,4.899,0.500
86,-0.009,6.415,214.704,-0.435,0.016,2.503,-0.116,-0.012,1.024,0.500,0.500,0.500,28.630,-81.803,0.068,237.601,4.938,0.500
87,-0.009,6.405,215.569,-0.462,0.015,2.520,-0.116,-0.012,1.024,0.500,0.500,0.500,28.630,-81.803,0.068,237.549,4.980,0.500
88,-0.010,6.394,216.432,-0.489,0.015,2.535,-0.115,-0.013,1.022,0.500,0.500,0.500,28.630,-81.803,0.068,237.516,5.020,0.500
89,-0.011,6.382,217.323,-0.518,0.015,2.551,-0.116,-0.013,1.020,0.500,0.500,0.500,28.630,-81.803,0.068,237.505,5.060,0.500
90,-0.014,6.370,218.240,-0.548,0.014,2.567,-0.116,-0.014,1.018,0.500,0.500,0.500,28.630,-81.803,0.068,237.517,5.102,0.500
91,-0.016,6.358,219.098,-0.577,0.014,2.581,-0.116,-0.014,1.015,0.500,0.500,0.500,28.630,-81.803,0.069,237.551,5.142,0.500
92,-0.019,6.347,219.954,-0.606,0.014,2.595,-0.117,-0.014,1.012,0.500,0.500,0.500,28.630,-81.803,0.069,237.606,5.181,0.500
93,-0.023,6.334,220.863,-0.638,0.013,2.609,-0.117,-0.014,1.008,0.500,0.500,0.500,28.630,-81.803,0.069,237.687,5.222,0.500
94,-0.028,6.321,221.740,-0.670,0.013,2.622,-0.116,-0.015,1.004,0.500,0.500,0.500,28.630,-81.803,0.069,237.787,5.261,0.500
95,-0.033,6.308,222.641,-0.702,0.012,2.634,-0.116,-0.015,0.999,0.500,0.500,0.500,28.630,-81.803,0.069,237.910,5.300,0.500
96,-0.038,6.295,223.565,-0.736,0.012,2.646,-0.115,-0.015,0.994,0.500,0.500,0.500,28.630,-81.803,0.069,238.058,5.339,0.500
97,-0.044,6.278,224.622,-0.775,0.011,2.658,-0.115,-0.015,0.987,0.500,0.500,0.500,28.630,-81.803,0.069,238.252,5.382,0.500
98,-0.049,6.266,225.451,-0.806,0.011,2.667,-0.114,-0.015,0.981,0.500,0.500,0.500,28.630,-81.803,0.069,238.425,5.416,0.500
99,-0.055,6.253,226.303,-0.839,0.010,2.675,-0.114,-0.015,0.974,0.500,0.500,0.500,28.630,-81.803,0.069,238.623,5.450,0.500
100,-0.061,6.241,227.121,-0.871,0.010,2.683,-0.113,-0.016,0.968,0.500,0.500,0.500,28.630,-81.803,0.069,238.833,5.483,0.500
101,-0.068,6.227,227.987,-0.906,0.009,2.691,-0.113,-0.016,0.960,0.500,0.500,0.500,28.630,-81.803,0.070,239.078,5.519,0.500
102,-0.076,6.213,228.874,-0.942,0.009,2.698,-0.112,-0.016,0.952,0.500,0.500,0.500,28.630,-81.803,0.070,239.351,5.556,0.500
103,-0.084,6.200,229.726,-0.978,0.008,2.705,-0.111,-0.016,0.944,0.500,0.500,0.500,28.630,-81.803,0.070,239.635,5.591,0.500
104,-0.092,6.185,230.649,-1.017,0.008,2.711,-0.110,-0.016,0.935,0.500,0.500,0.500,28.630,-81.803,0.070,239.964,5.628,0.500
105,-0.099,6.172,231.485,-1.052,0.007,2.715,-0.108,-0.016,0.926,0.500,0.500,0.500,28.630,-81.803,0.070,240.279,5.660,0.500
106,-0.106,6.159,232.313,-1.087,0.006,2.719,-0.107,-0.016,0.917,0.500,0.500,0.500,28.630,-81.803,0.070,240.607,5.692,0.500
107,-0.113,6.146,233.133,-1.122,0.006,2.721,-0.106,-0.016,0.908,0.500,0.500,0.500,28.630,-81.803,0.070,240.947,5.722,0.500
108,-0.120,6.133,233.919,-1.156,0.005,2.723,-0.104,-0.016,0.898,0.500,0.500,0.500,28.630,-81.803,0.070,241.289,5.750,0.500
109,-0.126,6.121,234.696,-1.191,0.005,2.724,-0.103,-0.016,0.889,0.500,0.500,0.500,28.630,-81.803,0.070,241.643,5.778,0.500
110,-0.133,6.109,235.440,-1.224,0.005,2.724,-0.102,-0.016,0.879,0.500,0.500,0.500,28.630,-81.803,0.070,241.997,5.805,0.500
111,-0.141,6.096,236.249,-1.260,0.004,2.724,-0.101,-0.016,0.869,0.500,0.500,0.500,28.630,-81.803,0.071,242.399,5.833,0.500
112,-0.148,6.084,237.024,-1.295,0.004,2.722,-0.099,-0.015,0.858,0.500,0.500,0.500,28.630,-81.803,0.071,242.800,5.860,0.500
113,-0.155,6.073,237.765,-1.329,0.003,2.720,-0.098,-0.015,0.847,0.500,0.500,0.500,28.630,-81.803,0.071,243.197,5.885,0.500
114,-0.162,6.060,238.591,-1.367,0.003,2.718,-0.096,-0.015,0.836,0.500,0.500,0.500,28.630,-81.803,0.071,243.658,5.913,0.500
115,-0.169,6.049,239.359,-1.404,0.002,2.714,-0.095,-0.014,0.824,0.500,0.500,0.500,28.630,-81.803,0.071,244.104,5.940,0.500
116,-0.176,6.038,240.093,-1.439,0.002,2.711,-0.094,-0.014,0.813,0.500,0.500,0.500,28.630,-81.803,0.071,244.548,5.965,0.500
117,-0.183,6.028,240.818,-1.474,0.001,2.706,-0.093,-0.014,0.802,0.500,0.500,0.500,28.630,-81.803,0.071,245.003,5.990,0.500
118,-0.189,6.018,241.532,-1.510,0.001,2.702,-0.091,-0.013,0.790,0.500,0.500,0.500,28.630,-81.803,0.071,245.469,6.016,0.500
119,-0.197,6.009,242.236,-1.545,0.000,2.696,-0.090,-0.013,0.779,0.500,0.500,0.500,28.630,-81.803,0.071,245.945,6.041,0.500
120,-0.203,6.000,242.929,-1.581,-0.000,2.691,-0.088,-0.013,0.768,0.500,0.500,0.500,28.630,-81.803,0.071,246.430,6.066,0.500
121,-0.209,5.991,243.592,-1.615,-0.000,2.684,-0.086,-0.012,0.757,0.500,0.500,0.500,28.630,-81.803,0.071,246.905,6.090,0.500
122,-0.214,5.983,244.265,-1.650,-0.001,2.677,-0.084,-0.012,0.745,0.500,0.500,0.500,28.630,-81.803,0.071,247.400,6.114,0.500
123,-0.219,5.975,244.928,-1.685,-0.001,2.670,-0.082,-0.012,0.734,0.500,0.500,0.500,28.630,-81.803,0.071,247.898,6.136,0.500
124,-0.224,5.967,245.581,-1.719,-0.001,2.661,-0.080,-0.011,0.722,0.500,0.500,0.500,28.630,-81.803,0.071,248.398,6.158,0.500
125,-0.228,5.960,246.223,-1.753,-0.002,2.653,-0.079,-0.011,0.711,0.500,0.500,0.500,28.630,-81.803,0.071,248.901,6.180,0.500
126,-0.232,5.953,246.835,-1.786,-0.002,2.644,-0.077,-0.010,0.700,0.500,0.500,0.500,28.630,-81.803,0.071,249.396,6.202,0.500
127,-0.236,5.946,247.477,-1.822,-0.002,2.634,-0.076,-0.010,0.688,0.500,0.500,0.500,28.630,-81.803,0.072,249.931,6.226,0.500
128,-0.239,5.940,248.069,-1.855,-0.003,2.625,-0.074,-0.009,0.677,0.500,0.500,0.500,28.630,-81.803,0.072,250.440,6.248,0.500
129,-0.242,5.934,248.671,-1.889,-0.003,2.615,-0.073,-0.009,0.666,0.500,0.500,0.500,28.630,-81.803,0.072,250.971,6.271,0.500
130,-0.245,5.929,249.263,-1.924,-0.003,2.604,-0.071,-0.009,0.655,0.500,0.500,0.500,28.630,-81.803,0.072,251.506,6.293,0.500
131,-0.247,5.924,249.863,-1.958,-0.003,2.593,-0.069,-0.008,0.643,0.500,0.500,0.500,28.630,-81.803,0.072,252.057,6.316,0.500
132,-0.248,5.918,250.610,-2.002,-0.003,2.578,-0.067,-0.007,0.629,0.500,0.500,0.500,28.630,-81.803,0.072,252.759,6.345,0.500
133,-0.249,5.914,251.169,-2.035,-0.003,2.566,-0.065,-0.007,0.618,0.500,0.500,0.500,28.630,-81.803,0.072,253.294,6.366,0.500
134,-0.250,5.910,251.702,-2.067,-0.003,2.554,-0.063,-0.007,0.608,0.500,0.500,0.500,28.630,-81.803,0.072,253.811,6.386,0.500
135,-0.250,5.907,252.226,-2.099,-0.004,2.541,-0.062,-0.006,0.598,0.500,0.500,0.500,28.630,-81.803,0.072,254.329,6.406,0.500
136,-0.250,5.904,252.773,-2.133,-0.004,2.528,-0.061,-0.005,0.587,0.500,0.500,0.500,28.630,-81.803,0.072,254.886,6.429,0.500
137,-0.250,5.901,253.311,-2.167,-0.004,2.514,-0.060,-0.005,0.577,0.500,0.500,0.500,28.630,-81.803,0.072,255.451,6.452,0.500
138,-0.250,5.900,253.824,-2.200,-0.004,2.501,-0.059,-0.004,0.567,0.500,0.500,0.500,28.630,-81.803,0.072,256.006,6.476,0.500
139,-0.250,5.898,254.422,-2.240,-0.004,2.485,-0.057,-0.004,0.556,0.500,0.500,0.500,28.630,-81.803,0.072,256.671,6.504,0.500
140,-0.249,5.897,254.916,-2.273,-0.004,2.472,-0.055,-0.003,0.547,0.500,0.500,0.500,28.630,-81.803,0.072,257.230,6.527,0.500
141,-0.247,5.896,255.402,-2.306,-0.004,2.457,-0.054,-0.003,0.538,0.500,0.500,0.500,28.630,-81.803,0.072,257.784,6.550,0.500
142,-0.245,5.896,255.879,-2.338,-0.003,2.443,-0.051,-0.003,0.528,0.500,0.500,0.500,28.630,-81.803,0.072,258.330,6.572,0.500
143,-0.241,5.896,256.363,-2.370,-0.003,2.427,-0.049,-0.002,0.519,0.500,0.500,0.500,28.630,-81.803,0.072,258.886,6.594,0.500
144,-0.235,5.896,256.881,-2.404,-0.003,2.410,-0.047,-0.002,0.509,0.500,0.500,0.500,28.630,-81.803,0.072,259.486,6.617,0.500
145,-0.229,5.897,257.348,-2.436,-0.003,2.394,-0.045,-0.001,0.500,0.500,0.500,0.500,28.630,-81.803,0.072,260.033,6.639,0.500
146,-0.222,5.898,257.888,-2.473,-0.003,2.375,-0.044,-0.001,0.490,0.500,0.500,0.500,28.630,-81.803,0.072,260.680,6.665,0.500
147,-0.216,5.899,258.338,-2.505,-0.003,2.358,-0.043,0.000,0.482,0.500,0.500,0.500,28.630,-81.803,0.072,261.231,6.688,0.500
148,-0.211,5.901,258.753,-2.535,-0.002,2.343,-0.043,0.000,0.475,0.500,0.500,0.500,28.630,-81.803,0.071,261.752,6.710,0.500
149,-0.205,5.903,259.189,-2.567,-0.002,2.326,-0.042,0.001,0.467,0.500,0.500,0.500,28.630,-81.803,0.071,262.312,6.735,0.500
150,-0.199,5.906,259.604,-2.599,-0.002,2.310,-0.041,0.001,0.460,0.500,0.500,0.500,28.630,-81.803,0.071,262.858,6.759,0.500
151,-0.192,5.909,260.026,-2.631,-0.002,2.293,-0.040,0.002,0.453,0.500,0.500,0.500,28.630,-81.803,0.071,263.422,6.785,0.500
152,-0.186,5.912,260.430,-2.662,-0.001,2.277,-0.039,0.002,0.446,0.500,0.500,0.500,28.630,-81.803,0.071,263.968,6.810,0.500
153,-0.178,5.916,260.851,-2.695,-0.001,2.259,-0.037,0.003,0.439,0.500,0.500,0.500,28.630,-81.803,0.071,264.541,6.836,0.500
154,-0.170,5.920,261.231,-2.724,-0.001,2.243,-0.036,0.003,0.433,0.500,0.500,0.500,28.630,-81.803,0.071,265.054,6.859,0.500
155,-0.161,5.924,261.628,-2.754,-0.000,2.225,-0.034,0.004,0.427,0.500,0.500,0.500,28.630,-81.803,0.071,265.588,6.882,0.500
156,-0.151,5.928,261.997,-2.781,0.000,2.208,-0.032,0.004,0.421,0.500,0.500,0.500,28.630,-81.803,0.071,266.077,6.903,0.500
157,-0.141,5.932,262.360,-2.808,0.001,2.191,-0.031,0.004,0.415,0.500,0.500,0.500,28.630,-81.803,0.071,266.556,6.923,0.500
158,-0.130,5.937,262.742,-2.836,0.001,2.173,-0.030,0.004,0.410,0.500,0.500,0.500,28.630,-81.803,0.071,267.057,6.945,0.500
159,-0.118,5.942,263.106,-2.863,0.002,2.155,-0.029,0.005,0.404,0.500,0.500,0.500,28.630,-81.803,0.071,267.537,6.965,0.500
160,-0.106,5.947,263.489,-2.892,0.002,2.136,-0.029,0.005,0.399,0.500,0.500,0.500,28.630,-81.803,0.071,268.048,6.988,0.500
161,-0.096,5.952,263.833,-2.919,0.002,2.119,-0.029,0.005,0.394,0.500,0.500,0.500,28.630,-81.803,0.071,268.520,7.011,0.500
162,-0.086,5.958,264.196,-2.948,0.003,2.100,-0.029,0.006,0.389,0.500,0.500,0.500,28.630,-81.803,0.071,269.029,7.035,0.500
163,-0.076,5.964,264.554,-2.977,0.003,2.082,-0.029,0.006,0.385,0.500,0.500,0.500,28.630,-81.803,0.071,269.544,7.061,0.500
164,-0.066,5.970,264.887,-3.004,0.004,2.064,-0.029,0.006,0.381,0.500,0.500,0.500,28.630,-81.803,0.071,270.028,7.086,0.500
165,-0.056,5.976,265.227,-3.032,0.004,2.046,-0.028,0.007,0.377,0.500,0.500,0.500,28.630,-81.803,0.070,270.521,7.110,0.500
166,-0.045,5.983,265.564,-3.059,0.005,2.028,-0.027,0.007,0.373,0.500,0.500,0.500,28.630,-81.803,0.070,271.006,7.135,0.500
167,-0.033,5.990,265.908,-3.087,0.005,2.009,-0.026,0.007,0.369,0.500,0.500,0.500,28.630,-81.803,0.070,271.501,7.160,0.500
168,-0.021,5.998,266.258,-3.116,0.006,1.989,-0.025,0.008,0.366,0.500,0.500,0.500,28.630,-81.803,0.070,272.007,7.186,0.500
169,-0.009,6.005,266.585,-3.143,0.006,1.971,-0.025,0.008,0.362,0.500,0.500,0.500,28.630,-81.803,0.070,272.481,7.211,0.500
170,0.003,6.012,266.909,-3.169,0.007,1.952,-0.024,0.008,0.359,0.500,0.500,0.500,28.630,-81.803,0.070,272.951,7.236,0.500
171,0.017,6.019,267.241,-3.196,0.007,1.933,-0.023,0.008,0.356,0.500,0.500,0.500,28.630,-81.803,0.070,273.427,7.261,0.500
172,0.029,6.025,267.550,-3.221,0.008,1.915,-0.023,0.008,0.354,0.500,0.500,0.500,28.630,-81.803,0.070,273.868,7.284,0.500
173,0.043,6.032,267.867,-3.247,0.008,1.896,-0.022,0.008,0.351,0.500,0.500,0.500,28.630,-81.803,0.070,274.314,7.308,0.500
174,0.057,6.039,268.192,-3.272,0.009,1.876,-0.022,0.008,0.349,0.500,0.500,0.500,28.630,-81.803,0.070,274.765,7.332,0.500
175,0.071,6.045,268.514,-3.297,0.009,1.857,-0.021,0.007,0.347,0.500,0.500,0.500,28.630,-81.803,0.070,275.209,7.356,0.500
176,0.084,6.051,268.815,-3.321,0.010,1.838,-0.021,0.007,0.345,0.500,0.500,0.500,28.630,-81.803,0.070,275.624,7.379,0.500
